"","ID","donor","timepoint","cytokine","N_mature_nucleus","N_mature_cytoplasm","N_mature_total","N_nascent_Ts_1","N_nascent_Ts_2","N_nascent_total"
"819","D1_0HCD3CD28_07_Cell_CP_66_IFN","D1","0","IFN",1,0,1,0,0,0
"821","D1_0HCD3CD28_07_Cell_CP_68_IFN","D1","0","IFN",1,1,2,0,0,0
"826","D1_0HCD3CD28_07_Cell_CP_70_TNF","D1","0","TNF",1,0,1,0,0,0
"828","D1_0HCD3CD28_07_Cell_CP_71_TNF","D1","0","TNF",5,0,5,0,37,37
"830","D1_0HCD3CD28_07_Cell_CP_72_TNF","D1","0","TNF",0,1,1,0,0,0
"832","D1_0HCD3CD28_07_Cell_CP_73_TNF","D1","0","TNF",0,1,1,0,0,0
"833","D1_0HCD3CD28_07_Cell_CP_74_IFN","D1","0","IFN",1,0,1,0,0,0
"837","D1_0HCD3CD28_07_Cell_CP_76_IFN","D1","0","IFN",1,0,1,0,0,0
"838","D1_0HCD3CD28_07_Cell_CP_76_TNF","D1","0","TNF",1,2,3,0,0,0
"842","D1_0HCD3CD28_07_Cell_CP_79_TNF","D1","0","TNF",0,2,2,0,0,0
"843","D1_0HCD3CD28_07_Cell_CP_8_IFN","D1","0","IFN",1,0,1,0,0,0
"844","D1_0HCD3CD28_07_Cell_CP_8_TNF","D1","0","TNF",0,1,1,0,0,0
"847","D1_0HCD3CD28_07_Cell_CP_81_IFN","D1","0","IFN",1,0,1,0,0,0
"848","D1_0HCD3CD28_07_Cell_CP_81_TNF","D1","0","TNF",1,0,1,0,0,0
"860","D1_0HCD3CD28_07_Cell_CP_9_TNF","D1","0","TNF",0,1,1,0,0,0
"861","D1_1HCD3CD28_01_Cell_CP_1_IFN","D1","1","IFN",3,0,3,0,0,0
"862","D1_1HCD3CD28_01_Cell_CP_1_TNF","D1","1","TNF",2,1,3,0,0,0
"863","D1_1HCD3CD28_01_Cell_CP_10_IFN","D1","1","IFN",50,14,64,0,0,0
"864","D1_1HCD3CD28_01_Cell_CP_10_TNF","D1","1","TNF",8,1,9,0,0,0
"865","D1_1HCD3CD28_01_Cell_CP_11_IFN","D1","1","IFN",0,1,1,0,0,0
"871","D1_1HCD3CD28_01_Cell_CP_16_IFN","D1","1","IFN",7,0,7,0,0,0
"872","D1_1HCD3CD28_01_Cell_CP_16_TNF","D1","1","TNF",1,2,3,0,0,0
"873","D1_1HCD3CD28_01_Cell_CP_17_IFN","D1","1","IFN",8,4,12,0,0,0
"874","D1_1HCD3CD28_01_Cell_CP_17_TNF","D1","1","TNF",10,10,20,0,0,0
"875","D1_1HCD3CD28_01_Cell_CP_18_IFN","D1","1","IFN",1,1,2,0,0,0
"876","D1_1HCD3CD28_01_Cell_CP_18_TNF","D1","1","TNF",0,2,2,0,0,0
"877","D1_1HCD3CD28_01_Cell_CP_19_IFN","D1","1","IFN",0,2,2,0,0,0
"878","D1_1HCD3CD28_01_Cell_CP_19_TNF","D1","1","TNF",2,0,2,0,0,0
"879","D1_1HCD3CD28_01_Cell_CP_2_IFN","D1","1","IFN",2,0,2,0,0,0
"881","D1_1HCD3CD28_01_Cell_CP_20_IFN","D1","1","IFN",0,1,1,0,0,0
"882","D1_1HCD3CD28_01_Cell_CP_20_TNF","D1","1","TNF",63,7,70,0,0,0
"883","D1_1HCD3CD28_01_Cell_CP_21_IFN","D1","1","IFN",29,5,34,0,0,0
"884","D1_1HCD3CD28_01_Cell_CP_21_TNF","D1","1","TNF",23,9,32,0,0,0
"885","D1_1HCD3CD28_01_Cell_CP_22_IFN","D1","1","IFN",1,1,2,0,0,0
"886","D1_1HCD3CD28_01_Cell_CP_22_TNF","D1","1","TNF",0,1,1,0,0,0
"887","D1_1HCD3CD28_01_Cell_CP_24_IFN","D1","1","IFN",1,0,1,0,0,0
"888","D1_1HCD3CD28_01_Cell_CP_24_TNF","D1","1","TNF",1,1,2,0,0,0
"889","D1_1HCD3CD28_01_Cell_CP_26_IFN","D1","1","IFN",11,7,18,0,0,0
"890","D1_1HCD3CD28_01_Cell_CP_26_TNF","D1","1","TNF",0,1,1,0,0,0
"891","D1_1HCD3CD28_01_Cell_CP_27_IFN","D1","1","IFN",14,5,19,0,0,0
"892","D1_1HCD3CD28_01_Cell_CP_27_TNF","D1","1","TNF",5,0,5,0,0,0
"894","D1_1HCD3CD28_01_Cell_CP_28_TNF","D1","1","TNF",5,4,9,0,0,0
"895","D1_1HCD3CD28_01_Cell_CP_29_IFN","D1","1","IFN",118,12,130,13,14,27
"896","D1_1HCD3CD28_01_Cell_CP_29_TNF","D1","1","TNF",127,11,138,6,13,19
"901","D1_1HCD3CD28_01_Cell_CP_31_IFN","D1","1","IFN",5,1,6,0,0,0
"902","D1_1HCD3CD28_01_Cell_CP_31_TNF","D1","1","TNF",0,2,2,0,0,0
"903","D1_1HCD3CD28_01_Cell_CP_32_IFN","D1","1","IFN",1,0,1,0,0,0
"905","D1_1HCD3CD28_01_Cell_CP_35_IFN","D1","1","IFN",94,10,104,0,0,0
"906","D1_1HCD3CD28_01_Cell_CP_35_TNF","D1","1","TNF",52,6,58,0,0,0
"907","D1_1HCD3CD28_01_Cell_CP_36_IFN","D1","1","IFN",1,3,4,0,0,0
"908","D1_1HCD3CD28_01_Cell_CP_36_TNF","D1","1","TNF",1,0,1,0,0,0
"909","D1_1HCD3CD28_01_Cell_CP_38_IFN","D1","1","IFN",1,0,1,0,0,0
"910","D1_1HCD3CD28_01_Cell_CP_38_TNF","D1","1","TNF",1,1,2,0,0,0
"911","D1_1HCD3CD28_01_Cell_CP_39_IFN","D1","1","IFN",27,5,32,0,0,0
"912","D1_1HCD3CD28_01_Cell_CP_39_TNF","D1","1","TNF",13,5,18,0,0,0
"913","D1_1HCD3CD28_01_Cell_CP_4_IFN","D1","1","IFN",0,1,1,0,0,0
"917","D1_1HCD3CD28_01_Cell_CP_41_IFN","D1","1","IFN",12,2,14,0,0,0
"918","D1_1HCD3CD28_01_Cell_CP_41_TNF","D1","1","TNF",15,5,20,0,0,0
"919","D1_1HCD3CD28_01_Cell_CP_42_IFN","D1","1","IFN",5,0,5,0,0,0
"920","D1_1HCD3CD28_01_Cell_CP_42_TNF","D1","1","TNF",72,3,75,0,0,0
"921","D1_1HCD3CD28_01_Cell_CP_43_IFN","D1","1","IFN",8,0,8,0,0,0
"922","D1_1HCD3CD28_01_Cell_CP_43_TNF","D1","1","TNF",55,12,67,0,0,0
"923","D1_1HCD3CD28_01_Cell_CP_45_IFN","D1","1","IFN",1,0,1,0,0,0
"924","D1_1HCD3CD28_01_Cell_CP_45_TNF","D1","1","TNF",4,1,5,0,0,0
"925","D1_1HCD3CD28_01_Cell_CP_46_IFN","D1","1","IFN",0,2,2,0,0,0
"927","D1_1HCD3CD28_01_Cell_CP_47_IFN","D1","1","IFN",63,12,75,0,0,0
"928","D1_1HCD3CD28_01_Cell_CP_47_TNF","D1","1","TNF",51,9,60,0,0,0
"929","D1_1HCD3CD28_01_Cell_CP_48_IFN","D1","1","IFN",1,1,2,0,0,0
"930","D1_1HCD3CD28_01_Cell_CP_48_TNF","D1","1","TNF",3,3,6,0,0,0
"933","D1_1HCD3CD28_01_Cell_CP_50_IFN","D1","1","IFN",0,3,3,0,0,0
"934","D1_1HCD3CD28_01_Cell_CP_50_TNF","D1","1","TNF",6,9,15,0,0,0
"935","D1_1HCD3CD28_01_Cell_CP_51_IFN","D1","1","IFN",0,1,1,0,0,0
"936","D1_1HCD3CD28_01_Cell_CP_51_TNF","D1","1","TNF",16,1,17,0,0,0
"937","D1_1HCD3CD28_01_Cell_CP_52_IFN","D1","1","IFN",85,22,107,0,0,0
"938","D1_1HCD3CD28_01_Cell_CP_52_TNF","D1","1","TNF",104,24,128,0,0,0
"939","D1_1HCD3CD28_01_Cell_CP_53_IFN","D1","1","IFN",9,18,27,0,0,0
"940","D1_1HCD3CD28_01_Cell_CP_53_TNF","D1","1","TNF",9,43,52,0,0,0
"941","D1_1HCD3CD28_01_Cell_CP_6_IFN","D1","1","IFN",0,1,1,0,0,0
"942","D1_1HCD3CD28_01_Cell_CP_6_TNF","D1","1","TNF",25,23,48,0,0,0
"943","D1_1HCD3CD28_01_Cell_CP_7_IFN","D1","1","IFN",5,0,5,0,0,0
"944","D1_1HCD3CD28_01_Cell_CP_7_TNF","D1","1","TNF",1,0,1,0,0,0
"946","D1_1HCD3CD28_01_Cell_CP_8_TNF","D1","1","TNF",5,3,8,0,0,0
"947","D1_1HCD3CD28_01_Cell_CP_9_IFN","D1","1","IFN",1,1,2,0,0,0
"948","D1_1HCD3CD28_01_Cell_CP_9_TNF","D1","1","TNF",6,1,7,0,0,0
"949","D1_1HCD3CD28_02_Cell_CP_10_IFN","D1","1","IFN",1,2,3,0,0,0
"950","D1_1HCD3CD28_02_Cell_CP_10_TNF","D1","1","TNF",34,8,42,5,0,5
"951","D1_1HCD3CD28_02_Cell_CP_11_IFN","D1","1","IFN",82,6,88,0,0,0
"952","D1_1HCD3CD28_02_Cell_CP_11_TNF","D1","1","TNF",93,2,95,0,0,0
"953","D1_1HCD3CD28_02_Cell_CP_12_IFN","D1","1","IFN",35,40,75,8,7,15
"954","D1_1HCD3CD28_02_Cell_CP_12_TNF","D1","1","TNF",18,8,26,0,0,0
"955","D1_1HCD3CD28_02_Cell_CP_13_IFN","D1","1","IFN",0,2,2,0,0,0
"956","D1_1HCD3CD28_02_Cell_CP_13_TNF","D1","1","TNF",0,2,2,0,0,0
"957","D1_1HCD3CD28_02_Cell_CP_14_IFN","D1","1","IFN",1,0,1,0,0,0
"961","D1_1HCD3CD28_02_Cell_CP_16_IFN","D1","1","IFN",0,1,1,0,0,0
"963","D1_1HCD3CD28_02_Cell_CP_17_IFN","D1","1","IFN",5,4,9,0,0,0
"964","D1_1HCD3CD28_02_Cell_CP_17_TNF","D1","1","TNF",32,7,39,0,0,0
"965","D1_1HCD3CD28_02_Cell_CP_18_IFN","D1","1","IFN",43,22,65,0,0,0
"966","D1_1HCD3CD28_02_Cell_CP_18_TNF","D1","1","TNF",32,24,56,0,0,0
"967","D1_1HCD3CD28_02_Cell_CP_19_IFN","D1","1","IFN",0,2,2,0,0,0
"970","D1_1HCD3CD28_02_Cell_CP_2_TNF","D1","1","TNF",1,0,1,0,0,0
"971","D1_1HCD3CD28_02_Cell_CP_20_IFN","D1","1","IFN",0,1,1,0,0,0
"973","D1_1HCD3CD28_02_Cell_CP_21_IFN","D1","1","IFN",0,1,1,0,0,0
"975","D1_1HCD3CD28_02_Cell_CP_22_IFN","D1","1","IFN",1,0,1,0,0,0
"977","D1_1HCD3CD28_02_Cell_CP_23_IFN","D1","1","IFN",33,15,48,0,0,0
"978","D1_1HCD3CD28_02_Cell_CP_23_TNF","D1","1","TNF",12,9,21,0,0,0
"979","D1_1HCD3CD28_02_Cell_CP_24_IFN","D1","1","IFN",0,2,2,0,0,0
"980","D1_1HCD3CD28_02_Cell_CP_24_TNF","D1","1","TNF",1,0,1,0,0,0
"981","D1_1HCD3CD28_02_Cell_CP_25_IFN","D1","1","IFN",2,0,2,0,0,0
"983","D1_1HCD3CD28_02_Cell_CP_26_IFN","D1","1","IFN",1,1,2,0,0,0
"984","D1_1HCD3CD28_02_Cell_CP_26_TNF","D1","1","TNF",63,13,76,0,0,0
"985","D1_1HCD3CD28_02_Cell_CP_27_IFN","D1","1","IFN",1,3,4,0,0,0
"987","D1_1HCD3CD28_02_Cell_CP_28_IFN","D1","1","IFN",1,1,2,0,0,0
"988","D1_1HCD3CD28_02_Cell_CP_28_TNF","D1","1","TNF",1,0,1,0,0,0
"997","D1_1HCD3CD28_02_Cell_CP_32_IFN","D1","1","IFN",0,7,7,0,0,0
"998","D1_1HCD3CD28_02_Cell_CP_32_TNF","D1","1","TNF",1,0,1,0,0,0
"999","D1_1HCD3CD28_02_Cell_CP_33_IFN","D1","1","IFN",0,1,1,0,0,0
"1001","D1_1HCD3CD28_02_Cell_CP_34_IFN","D1","1","IFN",2,16,18,0,0,0
"1002","D1_1HCD3CD28_02_Cell_CP_34_TNF","D1","1","TNF",2,5,7,0,0,0
"1003","D1_1HCD3CD28_02_Cell_CP_35_IFN","D1","1","IFN",0,1,1,0,0,0
"1004","D1_1HCD3CD28_02_Cell_CP_35_TNF","D1","1","TNF",1,0,1,0,0,0
"1005","D1_1HCD3CD28_02_Cell_CP_36_IFN","D1","1","IFN",2,1,3,0,0,0
"1006","D1_1HCD3CD28_02_Cell_CP_36_TNF","D1","1","TNF",2,1,3,0,0,0
"1007","D1_1HCD3CD28_02_Cell_CP_37_IFN","D1","1","IFN",0,3,3,0,0,0
"1010","D1_1HCD3CD28_02_Cell_CP_38_TNF","D1","1","TNF",1,0,1,0,0,0
"1011","D1_1HCD3CD28_02_Cell_CP_39_IFN","D1","1","IFN",22,4,26,0,0,0
"1012","D1_1HCD3CD28_02_Cell_CP_39_TNF","D1","1","TNF",3,4,7,0,0,0
"1013","D1_1HCD3CD28_02_Cell_CP_4_IFN","D1","1","IFN",1,0,1,0,0,0
"1015","D1_1HCD3CD28_02_Cell_CP_40_IFN","D1","1","IFN",3,0,3,0,0,0
"1016","D1_1HCD3CD28_02_Cell_CP_40_TNF","D1","1","TNF",1,0,1,0,0,0
"1017","D1_1HCD3CD28_02_Cell_CP_41_IFN","D1","1","IFN",10,4,14,0,0,0
"1018","D1_1HCD3CD28_02_Cell_CP_41_TNF","D1","1","TNF",8,2,10,0,0,0
"1019","D1_1HCD3CD28_02_Cell_CP_42_IFN","D1","1","IFN",0,3,3,0,0,0
"1021","D1_1HCD3CD28_02_Cell_CP_43_IFN","D1","1","IFN",1,0,1,0,0,0
"1022","D1_1HCD3CD28_02_Cell_CP_43_TNF","D1","1","TNF",1,0,1,0,0,0
"1023","D1_1HCD3CD28_02_Cell_CP_44_IFN","D1","1","IFN",0,4,4,0,0,0
"1024","D1_1HCD3CD28_02_Cell_CP_44_TNF","D1","1","TNF",1,1,2,0,0,0
"1025","D1_1HCD3CD28_02_Cell_CP_45_IFN","D1","1","IFN",1,0,1,0,0,0
"1027","D1_1HCD3CD28_02_Cell_CP_46_IFN","D1","1","IFN",3,0,3,0,0,0
"1029","D1_1HCD3CD28_02_Cell_CP_47_IFN","D1","1","IFN",2,1,3,0,0,0
"1030","D1_1HCD3CD28_02_Cell_CP_47_TNF","D1","1","TNF",32,6,38,0,0,0
"1031","D1_1HCD3CD28_02_Cell_CP_48_IFN","D1","1","IFN",4,1,5,0,0,0
"1032","D1_1HCD3CD28_02_Cell_CP_48_TNF","D1","1","TNF",0,2,2,0,0,0
"1033","D1_1HCD3CD28_02_Cell_CP_49_IFN","D1","1","IFN",1,0,1,0,0,0
"1035","D1_1HCD3CD28_02_Cell_CP_5_IFN","D1","1","IFN",93,19,112,5,8,13
"1036","D1_1HCD3CD28_02_Cell_CP_5_TNF","D1","1","TNF",23,7,30,0,0,0
"1037","D1_1HCD3CD28_02_Cell_CP_50_IFN","D1","1","IFN",4,8,12,0,0,0
"1038","D1_1HCD3CD28_02_Cell_CP_50_TNF","D1","1","TNF",2,5,7,0,0,0
"1039","D1_1HCD3CD28_02_Cell_CP_51_IFN","D1","1","IFN",6,0,6,0,0,0
"1040","D1_1HCD3CD28_02_Cell_CP_51_TNF","D1","1","TNF",21,4,25,0,0,0
"1045","D1_1HCD3CD28_02_Cell_CP_54_IFN","D1","1","IFN",1,0,1,0,0,0
"1049","D1_1HCD3CD28_02_Cell_CP_56_IFN","D1","1","IFN",57,7,64,0,0,0
"1050","D1_1HCD3CD28_02_Cell_CP_56_TNF","D1","1","TNF",36,10,46,0,0,0
"1051","D1_1HCD3CD28_02_Cell_CP_57_IFN","D1","1","IFN",1,1,2,0,0,0
"1053","D1_1HCD3CD28_02_Cell_CP_58_IFN","D1","1","IFN",1,1,2,0,0,0
"1054","D1_1HCD3CD28_02_Cell_CP_58_TNF","D1","1","TNF",1,0,1,0,0,0
"1059","D1_1HCD3CD28_02_Cell_CP_60_IFN","D1","1","IFN",75,30,105,0,0,0
"1060","D1_1HCD3CD28_02_Cell_CP_60_TNF","D1","1","TNF",24,19,43,0,0,0
"1061","D1_1HCD3CD28_02_Cell_CP_61_IFN","D1","1","IFN",0,1,1,0,0,0
"1063","D1_1HCD3CD28_02_Cell_CP_62_IFN","D1","1","IFN",0,3,3,0,0,0
"1065","D1_1HCD3CD28_02_Cell_CP_63_IFN","D1","1","IFN",0,4,4,0,0,0
"1066","D1_1HCD3CD28_02_Cell_CP_63_TNF","D1","1","TNF",0,9,9,0,0,0
"1067","D1_1HCD3CD28_02_Cell_CP_64_IFN","D1","1","IFN",13,5,18,0,0,0
"1068","D1_1HCD3CD28_02_Cell_CP_64_TNF","D1","1","TNF",3,2,5,0,0,0
"1069","D1_1HCD3CD28_02_Cell_CP_65_IFN","D1","1","IFN",2,1,3,0,0,0
"1072","D1_1HCD3CD28_02_Cell_CP_66_TNF","D1","1","TNF",11,3,14,0,0,0
"1073","D1_1HCD3CD28_02_Cell_CP_67_IFN","D1","1","IFN",0,1,1,0,0,0
"1075","D1_1HCD3CD28_02_Cell_CP_68_IFN","D1","1","IFN",0,1,1,0,0,0
"1079","D1_1HCD3CD28_02_Cell_CP_7_IFN","D1","1","IFN",1,1,2,0,0,0
"1080","D1_1HCD3CD28_02_Cell_CP_7_TNF","D1","1","TNF",13,2,15,0,0,0
"1082","D1_1HCD3CD28_02_Cell_CP_8_TNF","D1","1","TNF",3,2,5,0,0,0
"1083","D1_1HCD3CD28_02_Cell_CP_9_IFN","D1","1","IFN",1,0,1,0,0,0
"1085","D1_1HCD3CD28_03_Cell_CP_1_IFN","D1","1","IFN",0,1,1,0,0,0
"1087","D1_1HCD3CD28_03_Cell_CP_10_IFN","D1","1","IFN",1,2,3,0,0,0
"1088","D1_1HCD3CD28_03_Cell_CP_10_TNF","D1","1","TNF",1,0,1,0,0,0
"1089","D1_1HCD3CD28_03_Cell_CP_11_IFN","D1","1","IFN",14,7,21,0,0,0
"1090","D1_1HCD3CD28_03_Cell_CP_11_TNF","D1","1","TNF",38,17,55,0,0,0
"1091","D1_1HCD3CD28_03_Cell_CP_12_IFN","D1","1","IFN",0,1,1,0,0,0
"1092","D1_1HCD3CD28_03_Cell_CP_12_TNF","D1","1","TNF",2,1,3,0,0,0
"1093","D1_1HCD3CD28_03_Cell_CP_13_IFN","D1","1","IFN",3,0,3,0,0,0
"1095","D1_1HCD3CD28_03_Cell_CP_14_IFN","D1","1","IFN",1,1,2,0,0,0
"1097","D1_1HCD3CD28_03_Cell_CP_15_IFN","D1","1","IFN",2,5,7,0,0,0
"1098","D1_1HCD3CD28_03_Cell_CP_15_TNF","D1","1","TNF",1,0,1,0,0,0
"1099","D1_1HCD3CD28_03_Cell_CP_16_IFN","D1","1","IFN",2,3,5,0,0,0
"1100","D1_1HCD3CD28_03_Cell_CP_16_TNF","D1","1","TNF",25,17,42,0,0,0
"1101","D1_1HCD3CD28_03_Cell_CP_17_IFN","D1","1","IFN",1,4,5,0,0,0
"1103","D1_1HCD3CD28_03_Cell_CP_18_IFN","D1","1","IFN",0,1,1,0,0,0
"1104","D1_1HCD3CD28_03_Cell_CP_18_TNF","D1","1","TNF",0,1,1,0,0,0
"1105","D1_1HCD3CD28_03_Cell_CP_19_IFN","D1","1","IFN",1,1,2,0,0,0
"1106","D1_1HCD3CD28_03_Cell_CP_19_TNF","D1","1","TNF",1,0,1,0,0,0
"1107","D1_1HCD3CD28_03_Cell_CP_2_IFN","D1","1","IFN",0,3,3,0,0,0
"1109","D1_1HCD3CD28_03_Cell_CP_20_IFN","D1","1","IFN",0,1,1,0,0,0
"1111","D1_1HCD3CD28_03_Cell_CP_21_IFN","D1","1","IFN",0,2,2,0,0,0
"1112","D1_1HCD3CD28_03_Cell_CP_21_TNF","D1","1","TNF",0,1,1,0,0,0
"1113","D1_1HCD3CD28_03_Cell_CP_22_IFN","D1","1","IFN",2,4,6,0,0,0
"1115","D1_1HCD3CD28_03_Cell_CP_23_IFN","D1","1","IFN",1,0,1,0,0,0
"1117","D1_1HCD3CD28_03_Cell_CP_24_IFN","D1","1","IFN",0,3,3,0,0,0
"1118","D1_1HCD3CD28_03_Cell_CP_24_TNF","D1","1","TNF",0,4,4,0,0,0
"1119","D1_1HCD3CD28_03_Cell_CP_26_IFN","D1","1","IFN",1,0,1,0,0,0
"1120","D1_1HCD3CD28_03_Cell_CP_26_TNF","D1","1","TNF",3,1,4,0,0,0
"1121","D1_1HCD3CD28_03_Cell_CP_27_IFN","D1","1","IFN",15,3,18,0,0,0
"1122","D1_1HCD3CD28_03_Cell_CP_27_TNF","D1","1","TNF",20,3,23,0,0,0
"1123","D1_1HCD3CD28_03_Cell_CP_28_IFN","D1","1","IFN",39,34,73,0,0,0
"1124","D1_1HCD3CD28_03_Cell_CP_28_TNF","D1","1","TNF",13,10,23,0,0,0
"1125","D1_1HCD3CD28_03_Cell_CP_29_IFN","D1","1","IFN",5,1,6,0,0,0
"1126","D1_1HCD3CD28_03_Cell_CP_29_TNF","D1","1","TNF",1,0,1,0,0,0
"1127","D1_1HCD3CD28_03_Cell_CP_3_IFN","D1","1","IFN",42,4,46,0,0,0
"1128","D1_1HCD3CD28_03_Cell_CP_3_TNF","D1","1","TNF",13,3,16,0,0,0
"1130","D1_1HCD3CD28_03_Cell_CP_30_TNF","D1","1","TNF",25,2,27,0,0,0
"1131","D1_1HCD3CD28_03_Cell_CP_31_IFN","D1","1","IFN",12,2,14,0,0,0
"1132","D1_1HCD3CD28_03_Cell_CP_31_TNF","D1","1","TNF",5,3,8,0,0,0
"1133","D1_1HCD3CD28_03_Cell_CP_32_IFN","D1","1","IFN",41,5,46,0,0,0
"1134","D1_1HCD3CD28_03_Cell_CP_32_TNF","D1","1","TNF",10,1,11,0,0,0
"1137","D1_1HCD3CD28_03_Cell_CP_34_IFN","D1","1","IFN",73,27,100,0,0,0
"1138","D1_1HCD3CD28_03_Cell_CP_34_TNF","D1","1","TNF",5,1,6,0,0,0
"1139","D1_1HCD3CD28_03_Cell_CP_35_IFN","D1","1","IFN",110,45,155,0,0,0
"1140","D1_1HCD3CD28_03_Cell_CP_35_TNF","D1","1","TNF",40,25,65,0,0,0
"1141","D1_1HCD3CD28_03_Cell_CP_36_IFN","D1","1","IFN",58,10,68,0,0,0
"1142","D1_1HCD3CD28_03_Cell_CP_36_TNF","D1","1","TNF",37,12,49,0,0,0
"1143","D1_1HCD3CD28_03_Cell_CP_37_IFN","D1","1","IFN",1,0,1,0,0,0
"1145","D1_1HCD3CD28_03_Cell_CP_38_IFN","D1","1","IFN",0,1,1,0,0,0
"1146","D1_1HCD3CD28_03_Cell_CP_38_TNF","D1","1","TNF",1,2,3,0,0,0
"1147","D1_1HCD3CD28_03_Cell_CP_39_IFN","D1","1","IFN",2,5,7,0,0,0
"1149","D1_1HCD3CD28_03_Cell_CP_4_IFN","D1","1","IFN",2,0,2,0,0,0
"1150","D1_1HCD3CD28_03_Cell_CP_4_TNF","D1","1","TNF",9,3,12,0,0,0
"1151","D1_1HCD3CD28_03_Cell_CP_40_IFN","D1","1","IFN",3,4,7,0,0,0
"1152","D1_1HCD3CD28_03_Cell_CP_40_TNF","D1","1","TNF",3,1,4,0,0,0
"1153","D1_1HCD3CD28_03_Cell_CP_41_IFN","D1","1","IFN",1,6,7,0,0,0
"1155","D1_1HCD3CD28_03_Cell_CP_42_IFN","D1","1","IFN",1,1,2,0,0,0
"1156","D1_1HCD3CD28_03_Cell_CP_42_TNF","D1","1","TNF",0,1,1,0,0,0
"1157","D1_1HCD3CD28_03_Cell_CP_43_IFN","D1","1","IFN",2,1,3,0,0,0
"1161","D1_1HCD3CD28_03_Cell_CP_45_IFN","D1","1","IFN",16,3,19,0,0,0
"1162","D1_1HCD3CD28_03_Cell_CP_45_TNF","D1","1","TNF",31,18,49,0,0,0
"1163","D1_1HCD3CD28_03_Cell_CP_46_IFN","D1","1","IFN",0,1,1,0,0,0
"1165","D1_1HCD3CD28_03_Cell_CP_47_IFN","D1","1","IFN",4,0,4,0,0,0
"1167","D1_1HCD3CD28_03_Cell_CP_48_IFN","D1","1","IFN",1,3,4,0,0,0
"1168","D1_1HCD3CD28_03_Cell_CP_48_TNF","D1","1","TNF",1,0,1,0,0,0
"1169","D1_1HCD3CD28_03_Cell_CP_49_IFN","D1","1","IFN",0,3,3,0,0,0
"1171","D1_1HCD3CD28_03_Cell_CP_5_IFN","D1","1","IFN",1,2,3,0,0,0
"1173","D1_1HCD3CD28_03_Cell_CP_50_IFN","D1","1","IFN",0,2,2,0,0,0
"1174","D1_1HCD3CD28_03_Cell_CP_50_TNF","D1","1","TNF",1,0,1,0,0,0
"1175","D1_1HCD3CD28_03_Cell_CP_51_IFN","D1","1","IFN",0,1,1,0,0,0
"1179","D1_1HCD3CD28_03_Cell_CP_6_IFN","D1","1","IFN",9,5,14,0,0,0
"1180","D1_1HCD3CD28_03_Cell_CP_6_TNF","D1","1","TNF",12,4,16,0,0,0
"1181","D1_1HCD3CD28_03_Cell_CP_7_IFN","D1","1","IFN",1,1,2,0,0,0
"1183","D1_1HCD3CD28_03_Cell_CP_8_IFN","D1","1","IFN",0,3,3,0,0,0
"1185","D1_1HCD3CD28_03_Cell_CP_9_IFN","D1","1","IFN",5,6,11,0,0,0
"1186","D1_1HCD3CD28_03_Cell_CP_9_TNF","D1","1","TNF",6,2,8,0,0,0
"1187","D1_1HCD3CD28_04_Cell_CP_10_IFN","D1","1","IFN",1,0,1,0,0,0
"1189","D1_1HCD3CD28_04_Cell_CP_11_IFN","D1","1","IFN",49,5,54,0,0,0
"1190","D1_1HCD3CD28_04_Cell_CP_11_TNF","D1","1","TNF",71,9,80,0,0,0
"1191","D1_1HCD3CD28_04_Cell_CP_12_IFN","D1","1","IFN",0,2,2,0,0,0
"1192","D1_1HCD3CD28_04_Cell_CP_12_TNF","D1","1","TNF",16,1,17,0,0,0
"1193","D1_1HCD3CD28_04_Cell_CP_13_IFN","D1","1","IFN",9,5,14,0,0,0
"1194","D1_1HCD3CD28_04_Cell_CP_13_TNF","D1","1","TNF",17,0,17,0,0,0
"1196","D1_1HCD3CD28_04_Cell_CP_14_TNF","D1","1","TNF",2,0,2,0,0,0
"1197","D1_1HCD3CD28_04_Cell_CP_15_IFN","D1","1","IFN",9,8,17,0,0,0
"1198","D1_1HCD3CD28_04_Cell_CP_15_TNF","D1","1","TNF",63,40,103,0,0,0
"1199","D1_1HCD3CD28_04_Cell_CP_16_IFN","D1","1","IFN",2,0,2,0,0,0
"1200","D1_1HCD3CD28_04_Cell_CP_16_TNF","D1","1","TNF",5,6,11,0,0,0
"1201","D1_1HCD3CD28_04_Cell_CP_17_IFN","D1","1","IFN",13,11,24,0,0,0
"1202","D1_1HCD3CD28_04_Cell_CP_17_TNF","D1","1","TNF",1,10,11,0,0,0
"1203","D1_1HCD3CD28_04_Cell_CP_18_IFN","D1","1","IFN",1,2,3,0,0,0
"1204","D1_1HCD3CD28_04_Cell_CP_18_TNF","D1","1","TNF",1,2,3,0,0,0
"1205","D1_1HCD3CD28_04_Cell_CP_19_IFN","D1","1","IFN",0,2,2,0,0,0
"1206","D1_1HCD3CD28_04_Cell_CP_19_TNF","D1","1","TNF",1,0,1,0,0,0
"1207","D1_1HCD3CD28_04_Cell_CP_21_IFN","D1","1","IFN",1,0,1,0,0,0
"1208","D1_1HCD3CD28_04_Cell_CP_21_TNF","D1","1","TNF",0,2,2,0,0,0
"1209","D1_1HCD3CD28_04_Cell_CP_22_IFN","D1","1","IFN",0,2,2,0,0,0
"1211","D1_1HCD3CD28_04_Cell_CP_23_IFN","D1","1","IFN",3,3,6,0,0,0
