"","ID","N_nascent_Ts_1","N_nascent_Ts_2"
"384","D1_0HCD3CD28_07_Cell_CP_35_TNF",NA,NA
"385","D1_0HCD3CD28_07_Cell_CP_37_TNF",NA,NA
"386","D1_0HCD3CD28_07_Cell_CP_4_TNF",NA,NA
"387","D1_0HCD3CD28_07_Cell_CP_41_TNF",NA,NA
"388","D1_0HCD3CD28_07_Cell_CP_43_TNF",NA,NA
"389","D1_0HCD3CD28_07_Cell_CP_44_TNF",NA,NA
"390","D1_0HCD3CD28_07_Cell_CP_45_TNF",NA,NA
"391","D1_0HCD3CD28_07_Cell_CP_46_TNF",NA,NA
"392","D1_0HCD3CD28_07_Cell_CP_47_TNF",NA,NA
"393","D1_0HCD3CD28_07_Cell_CP_48_TNF",NA,NA
"394","D1_0HCD3CD28_07_Cell_CP_49_TNF",NA,NA
"395","D1_0HCD3CD28_07_Cell_CP_5_TNF",NA,NA
"396","D1_0HCD3CD28_07_Cell_CP_50_TNF",5,NA
"397","D1_0HCD3CD28_07_Cell_CP_53_TNF",NA,NA
"398","D1_0HCD3CD28_07_Cell_CP_54_TNF",NA,NA
"399","D1_0HCD3CD28_07_Cell_CP_55_TNF",NA,NA
"400","D1_0HCD3CD28_07_Cell_CP_56_TNF",NA,NA
"401","D1_0HCD3CD28_07_Cell_CP_57_TNF",NA,NA
"402","D1_0HCD3CD28_07_Cell_CP_59_TNF",NA,NA
"403","D1_0HCD3CD28_07_Cell_CP_6_TNF",NA,NA
"404","D1_0HCD3CD28_07_Cell_CP_60_TNF",NA,NA
"405","D1_0HCD3CD28_07_Cell_CP_61_TNF",NA,NA
"406","D1_0HCD3CD28_07_Cell_CP_62_TNF",NA,NA
"407","D1_0HCD3CD28_07_Cell_CP_63_TNF",NA,NA
"408","D1_0HCD3CD28_07_Cell_CP_64_TNF",NA,NA
"409","D1_0HCD3CD28_07_Cell_CP_65_TNF",NA,NA
"410","D1_0HCD3CD28_07_Cell_CP_66_TNF",NA,NA
"411","D1_0HCD3CD28_07_Cell_CP_68_TNF",NA,NA
"412","D1_0HCD3CD28_07_Cell_CP_7_TNF",NA,NA
"413","D1_0HCD3CD28_07_Cell_CP_70_TNF",NA,NA
"414","D1_0HCD3CD28_07_Cell_CP_71_TNF",2,37
"415","D1_0HCD3CD28_07_Cell_CP_72_TNF",NA,NA
"416","D1_0HCD3CD28_07_Cell_CP_73_TNF",NA,NA
"417","D1_0HCD3CD28_07_Cell_CP_74_TNF",NA,NA
"418","D1_0HCD3CD28_07_Cell_CP_75_TNF",NA,NA
"419","D1_0HCD3CD28_07_Cell_CP_76_TNF",NA,NA
"420","D1_0HCD3CD28_07_Cell_CP_78_TNF",NA,NA
"421","D1_0HCD3CD28_07_Cell_CP_79_TNF",NA,NA
"422","D1_0HCD3CD28_07_Cell_CP_8_TNF",NA,NA
"423","D1_0HCD3CD28_07_Cell_CP_80_TNF",NA,NA
"424","D1_0HCD3CD28_07_Cell_CP_81_TNF",NA,NA
"425","D1_0HCD3CD28_07_Cell_CP_82_TNF",NA,NA
"426","D1_0HCD3CD28_07_Cell_CP_83_TNF",NA,NA
"427","D1_0HCD3CD28_07_Cell_CP_84_TNF",NA,NA
"428","D1_0HCD3CD28_07_Cell_CP_87_TNF",NA,NA
"429","D1_0HCD3CD28_07_Cell_CP_88_TNF",NA,NA
"430","D1_0HCD3CD28_07_Cell_CP_9_TNF",NA,NA
"431","D1_1HCD3CD28_01_Cell_CP_1_TNF",NA,NA
"432","D1_1HCD3CD28_01_Cell_CP_10_TNF",NA,NA
"433","D1_1HCD3CD28_01_Cell_CP_11_TNF",NA,NA
"434","D1_1HCD3CD28_01_Cell_CP_13_TNF",NA,NA
"435","D1_1HCD3CD28_01_Cell_CP_14_TNF",NA,NA
"436","D1_1HCD3CD28_01_Cell_CP_16_TNF",NA,NA
"437","D1_1HCD3CD28_01_Cell_CP_17_TNF",NA,NA
"438","D1_1HCD3CD28_01_Cell_CP_18_TNF",NA,NA
"439","D1_1HCD3CD28_01_Cell_CP_19_TNF",NA,NA
"440","D1_1HCD3CD28_01_Cell_CP_2_TNF",NA,NA
"441","D1_1HCD3CD28_01_Cell_CP_20_TNF",NA,NA
"442","D1_1HCD3CD28_01_Cell_CP_21_TNF",NA,NA
"443","D1_1HCD3CD28_01_Cell_CP_22_TNF",NA,NA
"444","D1_1HCD3CD28_01_Cell_CP_24_TNF",NA,NA
"445","D1_1HCD3CD28_01_Cell_CP_26_TNF",NA,NA
"446","D1_1HCD3CD28_01_Cell_CP_27_TNF",NA,NA
"447","D1_1HCD3CD28_01_Cell_CP_28_TNF",NA,NA
"448","D1_1HCD3CD28_01_Cell_CP_29_TNF",6,13
"449","D1_1HCD3CD28_01_Cell_CP_3_TNF",NA,NA
"450","D1_1HCD3CD28_01_Cell_CP_30_TNF",NA,NA
"451","D1_1HCD3CD28_01_Cell_CP_31_TNF",NA,NA
"452","D1_1HCD3CD28_01_Cell_CP_32_TNF",NA,NA
"453","D1_1HCD3CD28_01_Cell_CP_35_TNF",NA,NA
"454","D1_1HCD3CD28_01_Cell_CP_36_TNF",NA,NA
"455","D1_1HCD3CD28_01_Cell_CP_38_TNF",NA,NA
"456","D1_1HCD3CD28_01_Cell_CP_39_TNF",NA,NA
"457","D1_1HCD3CD28_01_Cell_CP_4_TNF",NA,NA
"458","D1_1HCD3CD28_01_Cell_CP_40_TNF",NA,NA
"459","D1_1HCD3CD28_01_Cell_CP_41_TNF",NA,NA
"460","D1_1HCD3CD28_01_Cell_CP_42_TNF",NA,NA
"461","D1_1HCD3CD28_01_Cell_CP_43_TNF",NA,NA
"462","D1_1HCD3CD28_01_Cell_CP_45_TNF",NA,NA
"463","D1_1HCD3CD28_01_Cell_CP_46_TNF",NA,NA
"464","D1_1HCD3CD28_01_Cell_CP_47_TNF",NA,NA
"465","D1_1HCD3CD28_01_Cell_CP_48_TNF",NA,NA
"466","D1_1HCD3CD28_01_Cell_CP_5_TNF",NA,NA
"467","D1_1HCD3CD28_01_Cell_CP_50_TNF",NA,NA
"468","D1_1HCD3CD28_01_Cell_CP_51_TNF",NA,NA
"469","D1_1HCD3CD28_01_Cell_CP_52_TNF",NA,NA
"470","D1_1HCD3CD28_01_Cell_CP_53_TNF",NA,NA
"471","D1_1HCD3CD28_01_Cell_CP_6_TNF",NA,NA
"472","D1_1HCD3CD28_01_Cell_CP_7_TNF",NA,NA
"473","D1_1HCD3CD28_01_Cell_CP_8_TNF",NA,NA
"474","D1_1HCD3CD28_01_Cell_CP_9_TNF",NA,NA
"475","D1_1HCD3CD28_02_Cell_CP_10_TNF",5,NA
"476","D1_1HCD3CD28_02_Cell_CP_11_TNF",NA,NA
"477","D1_1HCD3CD28_02_Cell_CP_12_TNF",NA,NA
"478","D1_1HCD3CD28_02_Cell_CP_13_TNF",NA,NA
"479","D1_1HCD3CD28_02_Cell_CP_14_TNF",NA,NA
"480","D1_1HCD3CD28_02_Cell_CP_15_TNF",NA,NA
"481","D1_1HCD3CD28_02_Cell_CP_16_TNF",NA,NA
"482","D1_1HCD3CD28_02_Cell_CP_17_TNF",NA,NA
"483","D1_1HCD3CD28_02_Cell_CP_18_TNF",NA,NA
"484","D1_1HCD3CD28_02_Cell_CP_19_TNF",NA,NA
"485","D1_1HCD3CD28_02_Cell_CP_2_TNF",NA,NA
"486","D1_1HCD3CD28_02_Cell_CP_20_TNF",NA,NA
"487","D1_1HCD3CD28_02_Cell_CP_21_TNF",NA,NA
"488","D1_1HCD3CD28_02_Cell_CP_22_TNF",NA,NA
"489","D1_1HCD3CD28_02_Cell_CP_23_TNF",NA,NA
"490","D1_1HCD3CD28_02_Cell_CP_24_TNF",NA,NA
"491","D1_1HCD3CD28_02_Cell_CP_25_TNF",NA,NA
"492","D1_1HCD3CD28_02_Cell_CP_26_TNF",NA,NA
"493","D1_1HCD3CD28_02_Cell_CP_27_TNF",NA,NA
"494","D1_1HCD3CD28_02_Cell_CP_28_TNF",NA,NA
"495","D1_1HCD3CD28_02_Cell_CP_29_TNF",NA,NA
"496","D1_1HCD3CD28_02_Cell_CP_3_TNF",NA,NA
"497","D1_1HCD3CD28_02_Cell_CP_30_TNF",NA,NA
"498","D1_1HCD3CD28_02_Cell_CP_31_TNF",NA,NA
"499","D1_1HCD3CD28_02_Cell_CP_32_TNF",NA,NA
"500","D1_1HCD3CD28_02_Cell_CP_33_TNF",NA,NA
"501","D1_1HCD3CD28_02_Cell_CP_34_TNF",NA,NA
"502","D1_1HCD3CD28_02_Cell_CP_35_TNF",NA,NA
"503","D1_1HCD3CD28_02_Cell_CP_36_TNF",NA,NA
"504","D1_1HCD3CD28_02_Cell_CP_37_TNF",NA,NA
"505","D1_1HCD3CD28_02_Cell_CP_38_TNF",NA,NA
"506","D1_1HCD3CD28_02_Cell_CP_39_TNF",NA,NA
"507","D1_1HCD3CD28_02_Cell_CP_4_TNF",NA,NA
"508","D1_1HCD3CD28_02_Cell_CP_40_TNF",NA,NA
"509","D1_1HCD3CD28_02_Cell_CP_41_TNF",NA,NA
"510","D1_1HCD3CD28_02_Cell_CP_42_TNF",NA,NA
"511","D1_1HCD3CD28_02_Cell_CP_43_TNF",NA,NA
"512","D1_1HCD3CD28_02_Cell_CP_44_TNF",NA,NA
"513","D1_1HCD3CD28_02_Cell_CP_45_TNF",NA,NA
"514","D1_1HCD3CD28_02_Cell_CP_46_TNF",NA,NA
"515","D1_1HCD3CD28_02_Cell_CP_47_TNF",NA,NA
"516","D1_1HCD3CD28_02_Cell_CP_48_TNF",NA,NA
"517","D1_1HCD3CD28_02_Cell_CP_49_TNF",NA,NA
"518","D1_1HCD3CD28_02_Cell_CP_5_TNF",NA,NA
"519","D1_1HCD3CD28_02_Cell_CP_50_TNF",NA,NA
"520","D1_1HCD3CD28_02_Cell_CP_51_TNF",NA,NA
"521","D1_1HCD3CD28_02_Cell_CP_52_TNF",NA,NA
"522","D1_1HCD3CD28_02_Cell_CP_53_TNF",NA,NA
"523","D1_1HCD3CD28_02_Cell_CP_54_TNF",NA,NA
"524","D1_1HCD3CD28_02_Cell_CP_55_TNF",NA,NA
"525","D1_1HCD3CD28_02_Cell_CP_56_TNF",NA,NA
"526","D1_1HCD3CD28_02_Cell_CP_57_TNF",NA,NA
"527","D1_1HCD3CD28_02_Cell_CP_58_TNF",NA,NA
"528","D1_1HCD3CD28_02_Cell_CP_59_TNF",NA,NA
"529","D1_1HCD3CD28_02_Cell_CP_6_TNF",NA,NA
"530","D1_1HCD3CD28_02_Cell_CP_60_TNF",NA,NA
"531","D1_1HCD3CD28_02_Cell_CP_61_TNF",NA,NA
"532","D1_1HCD3CD28_02_Cell_CP_62_TNF",NA,NA
"533","D1_1HCD3CD28_02_Cell_CP_63_TNF",NA,NA
"534","D1_1HCD3CD28_02_Cell_CP_64_TNF",NA,NA
"535","D1_1HCD3CD28_02_Cell_CP_65_TNF",NA,NA
"536","D1_1HCD3CD28_02_Cell_CP_66_TNF",NA,NA
"537","D1_1HCD3CD28_02_Cell_CP_67_TNF",NA,NA
"538","D1_1HCD3CD28_02_Cell_CP_68_TNF",NA,NA
"539","D1_1HCD3CD28_02_Cell_CP_69_TNF",NA,NA
"540","D1_1HCD3CD28_02_Cell_CP_7_TNF",NA,NA
"541","D1_1HCD3CD28_02_Cell_CP_8_TNF",NA,NA
"542","D1_1HCD3CD28_02_Cell_CP_9_TNF",NA,NA
"543","D1_1HCD3CD28_03_Cell_CP_1_TNF",NA,NA
"544","D1_1HCD3CD28_03_Cell_CP_10_TNF",NA,NA
"545","D1_1HCD3CD28_03_Cell_CP_11_TNF",NA,NA
"546","D1_1HCD3CD28_03_Cell_CP_12_TNF",NA,NA
"547","D1_1HCD3CD28_03_Cell_CP_13_TNF",NA,NA
"548","D1_1HCD3CD28_03_Cell_CP_14_TNF",NA,NA
"549","D1_1HCD3CD28_03_Cell_CP_15_TNF",NA,NA
"550","D1_1HCD3CD28_03_Cell_CP_16_TNF",NA,NA
"551","D1_1HCD3CD28_03_Cell_CP_17_TNF",NA,NA
"552","D1_1HCD3CD28_03_Cell_CP_18_TNF",NA,NA
"553","D1_1HCD3CD28_03_Cell_CP_19_TNF",NA,NA
"554","D1_1HCD3CD28_03_Cell_CP_2_TNF",NA,NA
"555","D1_1HCD3CD28_03_Cell_CP_20_TNF",NA,NA
"556","D1_1HCD3CD28_03_Cell_CP_21_TNF",NA,NA
"557","D1_1HCD3CD28_03_Cell_CP_22_TNF",NA,NA
"558","D1_1HCD3CD28_03_Cell_CP_23_TNF",NA,NA
"559","D1_1HCD3CD28_03_Cell_CP_24_TNF",NA,NA
"560","D1_1HCD3CD28_03_Cell_CP_26_TNF",NA,NA
"561","D1_1HCD3CD28_03_Cell_CP_27_TNF",NA,NA
"562","D1_1HCD3CD28_03_Cell_CP_28_TNF",NA,NA
"563","D1_1HCD3CD28_03_Cell_CP_29_TNF",NA,NA
"564","D1_1HCD3CD28_03_Cell_CP_3_TNF",NA,NA
"565","D1_1HCD3CD28_03_Cell_CP_30_TNF",NA,NA
"566","D1_1HCD3CD28_03_Cell_CP_31_TNF",NA,NA
"567","D1_1HCD3CD28_03_Cell_CP_32_TNF",NA,NA
"568","D1_1HCD3CD28_03_Cell_CP_33_TNF",NA,NA
"569","D1_1HCD3CD28_03_Cell_CP_34_TNF",NA,NA
"570","D1_1HCD3CD28_03_Cell_CP_35_TNF",NA,NA
"571","D1_1HCD3CD28_03_Cell_CP_36_TNF",NA,NA
"572","D1_1HCD3CD28_03_Cell_CP_37_TNF",NA,NA
"573","D1_1HCD3CD28_03_Cell_CP_38_TNF",NA,NA
"574","D1_1HCD3CD28_03_Cell_CP_39_TNF",NA,NA
"575","D1_1HCD3CD28_03_Cell_CP_4_TNF",NA,NA
"576","D1_1HCD3CD28_03_Cell_CP_40_TNF",NA,NA
"577","D1_1HCD3CD28_03_Cell_CP_41_TNF",NA,NA
"578","D1_1HCD3CD28_03_Cell_CP_42_TNF",NA,NA
"579","D1_1HCD3CD28_03_Cell_CP_43_TNF",NA,NA
"580","D1_1HCD3CD28_03_Cell_CP_44_TNF",NA,NA
"581","D1_1HCD3CD28_03_Cell_CP_45_TNF",NA,NA
"582","D1_1HCD3CD28_03_Cell_CP_46_TNF",NA,NA
"583","D1_1HCD3CD28_03_Cell_CP_47_TNF",NA,NA
"584","D1_1HCD3CD28_03_Cell_CP_48_TNF",NA,NA
"585","D1_1HCD3CD28_03_Cell_CP_49_TNF",NA,NA
"586","D1_1HCD3CD28_03_Cell_CP_5_TNF",NA,NA
"587","D1_1HCD3CD28_03_Cell_CP_50_TNF",NA,NA
"588","D1_1HCD3CD28_03_Cell_CP_51_TNF",NA,NA
"589","D1_1HCD3CD28_03_Cell_CP_52_TNF",NA,NA
"590","D1_1HCD3CD28_03_Cell_CP_6_TNF",NA,NA
"591","D1_1HCD3CD28_03_Cell_CP_7_TNF",NA,NA
"592","D1_1HCD3CD28_03_Cell_CP_8_TNF",NA,NA
"593","D1_1HCD3CD28_03_Cell_CP_9_TNF",NA,NA
"594","D1_1HCD3CD28_04_Cell_CP_10_TNF",NA,NA
"595","D1_1HCD3CD28_04_Cell_CP_11_TNF",NA,NA
"596","D1_1HCD3CD28_04_Cell_CP_12_TNF",NA,NA
"597","D1_1HCD3CD28_04_Cell_CP_13_TNF",NA,NA
"598","D1_1HCD3CD28_04_Cell_CP_14_TNF",NA,NA
"599","D1_1HCD3CD28_04_Cell_CP_15_TNF",NA,NA
"600","D1_1HCD3CD28_04_Cell_CP_16_TNF",NA,NA
"601","D1_1HCD3CD28_04_Cell_CP_17_TNF",NA,NA
"602","D1_1HCD3CD28_04_Cell_CP_18_TNF",NA,NA
"603","D1_1HCD3CD28_04_Cell_CP_19_TNF",NA,NA
"604","D1_1HCD3CD28_04_Cell_CP_21_TNF",NA,NA
"605","D1_1HCD3CD28_04_Cell_CP_22_TNF",NA,NA
"606","D1_1HCD3CD28_04_Cell_CP_23_TNF",NA,NA
"607","D1_1HCD3CD28_04_Cell_CP_24_TNF",NA,NA
"608","D1_1HCD3CD28_04_Cell_CP_25_TNF",NA,NA
"609","D1_1HCD3CD28_04_Cell_CP_26_TNF",NA,NA
"610","D1_1HCD3CD28_04_Cell_CP_27_TNF",NA,NA
"611","D1_1HCD3CD28_04_Cell_CP_28_TNF",NA,NA
"612","D1_1HCD3CD28_04_Cell_CP_29_TNF",NA,NA
"613","D1_1HCD3CD28_04_Cell_CP_3_TNF",NA,NA
"614","D1_1HCD3CD28_04_Cell_CP_30_TNF",NA,NA
"615","D1_1HCD3CD28_04_Cell_CP_31_TNF",NA,NA
"616","D1_1HCD3CD28_04_Cell_CP_32_TNF",NA,NA
"617","D1_1HCD3CD28_04_Cell_CP_34_TNF",6,NA
"618","D1_1HCD3CD28_04_Cell_CP_35_TNF",NA,NA
"619","D1_1HCD3CD28_04_Cell_CP_36_TNF",NA,NA
"620","D1_1HCD3CD28_04_Cell_CP_37_TNF",NA,NA
"621","D1_1HCD3CD28_04_Cell_CP_38_TNF",NA,NA
"622","D1_1HCD3CD28_04_Cell_CP_39_TNF",NA,NA
"623","D1_1HCD3CD28_04_Cell_CP_4_TNF",NA,NA
"624","D1_1HCD3CD28_04_Cell_CP_41_TNF",NA,NA
"625","D1_1HCD3CD28_04_Cell_CP_42_TNF",NA,NA
"626","D1_1HCD3CD28_04_Cell_CP_44_TNF",NA,NA
"627","D1_1HCD3CD28_04_Cell_CP_45_TNF",NA,NA
"628","D1_1HCD3CD28_04_Cell_CP_46_TNF",NA,NA
"629","D1_1HCD3CD28_04_Cell_CP_48_TNF",NA,NA
"630","D1_1HCD3CD28_04_Cell_CP_49_TNF",NA,NA
"631","D1_1HCD3CD28_04_Cell_CP_5_TNF",NA,NA
"632","D1_1HCD3CD28_04_Cell_CP_50_TNF",NA,NA
"633","D1_1HCD3CD28_04_Cell_CP_51_TNF",NA,NA
"634","D1_1HCD3CD28_04_Cell_CP_53_TNF",NA,NA
"635","D1_1HCD3CD28_04_Cell_CP_54_TNF",NA,NA
"636","D1_1HCD3CD28_04_Cell_CP_55_TNF",NA,NA
"637","D1_1HCD3CD28_04_Cell_CP_57_TNF",NA,NA
"638","D1_1HCD3CD28_04_Cell_CP_58_TNF",NA,NA
"639","D1_1HCD3CD28_04_Cell_CP_59_TNF",NA,NA
"640","D1_1HCD3CD28_04_Cell_CP_6_TNF",NA,NA
"641","D1_1HCD3CD28_04_Cell_CP_60_TNF",NA,NA
"642","D1_1HCD3CD28_04_Cell_CP_61_TNF",NA,NA
"643","D1_1HCD3CD28_04_Cell_CP_62_TNF",NA,NA
"644","D1_1HCD3CD28_04_Cell_CP_63_TNF",NA,NA
"645","D1_1HCD3CD28_04_Cell_CP_64_TNF",NA,NA
"646","D1_1HCD3CD28_04_Cell_CP_65_TNF",NA,NA
"647","D1_1HCD3CD28_04_Cell_CP_66_TNF",NA,NA
"648","D1_1HCD3CD28_04_Cell_CP_67_TNF",NA,NA
"649","D1_1HCD3CD28_04_Cell_CP_68_TNF",NA,NA
"650","D1_1HCD3CD28_04_Cell_CP_7_TNF",NA,NA
"651","D1_1HCD3CD28_04_Cell_CP_8_TNF",7,NA
"652","D1_1HCD3CD28_04_Cell_CP_9_TNF",NA,NA
"653","D1_1HCD3CD28_05_Cell_CP_1_TNF",NA,NA
"654","D1_1HCD3CD28_05_Cell_CP_10_TNF",NA,NA
"655","D1_1HCD3CD28_05_Cell_CP_11_TNF",NA,NA
"656","D1_1HCD3CD28_05_Cell_CP_12_TNF",NA,NA
"657","D1_1HCD3CD28_05_Cell_CP_13_TNF",NA,NA
"658","D1_1HCD3CD28_05_Cell_CP_14_TNF",NA,NA
"659","D1_1HCD3CD28_05_Cell_CP_15_TNF",NA,NA
"660","D1_1HCD3CD28_05_Cell_CP_16_TNF",NA,NA
"661","D1_1HCD3CD28_05_Cell_CP_17_TNF",NA,NA
"662","D1_1HCD3CD28_05_Cell_CP_18_TNF",NA,NA
"663","D1_1HCD3CD28_05_Cell_CP_19_TNF",NA,NA
"664","D1_1HCD3CD28_05_Cell_CP_2_TNF",NA,NA
"665","D1_1HCD3CD28_05_Cell_CP_21_TNF",6,NA
"666","D1_1HCD3CD28_05_Cell_CP_22_TNF",NA,NA
"667","D1_1HCD3CD28_05_Cell_CP_23_TNF",NA,NA
"668","D1_1HCD3CD28_05_Cell_CP_24_TNF",NA,NA
"669","D1_1HCD3CD28_05_Cell_CP_25_TNF",NA,NA
"670","D1_1HCD3CD28_05_Cell_CP_26_TNF",NA,NA
"671","D1_1HCD3CD28_05_Cell_CP_27_TNF",NA,NA
"672","D1_1HCD3CD28_05_Cell_CP_28_TNF",NA,NA
"673","D1_1HCD3CD28_05_Cell_CP_29_TNF",NA,NA
"674","D1_1HCD3CD28_05_Cell_CP_3_TNF",NA,NA
"675","D1_1HCD3CD28_05_Cell_CP_30_TNF",NA,NA
"676","D1_1HCD3CD28_05_Cell_CP_31_TNF",NA,NA
"677","D1_1HCD3CD28_05_Cell_CP_32_TNF",NA,NA
"678","D1_1HCD3CD28_05_Cell_CP_33_TNF",NA,NA
"679","D1_1HCD3CD28_05_Cell_CP_34_TNF",NA,NA
"680","D1_1HCD3CD28_05_Cell_CP_35_TNF",13,NA
"681","D1_1HCD3CD28_05_Cell_CP_36_TNF",NA,NA
"682","D1_1HCD3CD28_05_Cell_CP_37_TNF",NA,NA
"683","D1_1HCD3CD28_05_Cell_CP_38_TNF",NA,NA
"684","D1_1HCD3CD28_05_Cell_CP_39_TNF",NA,NA
"685","D1_1HCD3CD28_05_Cell_CP_4_TNF",NA,NA
"686","D1_1HCD3CD28_05_Cell_CP_40_TNF",NA,NA
"687","D1_1HCD3CD28_05_Cell_CP_41_TNF",NA,NA
"688","D1_1HCD3CD28_05_Cell_CP_42_TNF",NA,NA
"689","D1_1HCD3CD28_05_Cell_CP_43_TNF",14,NA
"690","D1_1HCD3CD28_05_Cell_CP_45_TNF",NA,NA
"691","D1_1HCD3CD28_05_Cell_CP_47_TNF",NA,NA
"692","D1_1HCD3CD28_05_Cell_CP_48_TNF",9,6
"693","D1_1HCD3CD28_05_Cell_CP_5_TNF",NA,NA
"694","D1_1HCD3CD28_05_Cell_CP_50_TNF",NA,NA
"695","D1_1HCD3CD28_05_Cell_CP_52_TNF",NA,NA
"696","D1_1HCD3CD28_05_Cell_CP_53_TNF",NA,NA
"697","D1_1HCD3CD28_05_Cell_CP_54_TNF",NA,NA
"698","D1_1HCD3CD28_05_Cell_CP_55_TNF",NA,NA
"699","D1_1HCD3CD28_05_Cell_CP_56_TNF",10,11
"700","D1_1HCD3CD28_05_Cell_CP_57_TNF",NA,NA
"701","D1_1HCD3CD28_05_Cell_CP_58_TNF",NA,NA
"702","D1_1HCD3CD28_05_Cell_CP_59_TNF",NA,NA
"703","D1_1HCD3CD28_05_Cell_CP_6_TNF",NA,NA
"704","D1_1HCD3CD28_05_Cell_CP_60_TNF",NA,NA
"705","D1_1HCD3CD28_05_Cell_CP_61_TNF",NA,NA
"706","D1_1HCD3CD28_05_Cell_CP_62_TNF",NA,NA
"707","D1_1HCD3CD28_05_Cell_CP_63_TNF",NA,NA
"708","D1_1HCD3CD28_05_Cell_CP_64_TNF",NA,NA
"709","D1_1HCD3CD28_05_Cell_CP_65_TNF",NA,NA
"710","D1_1HCD3CD28_05_Cell_CP_66_TNF",NA,NA
"711","D1_1HCD3CD28_05_Cell_CP_67_TNF",NA,NA
"712","D1_1HCD3CD28_05_Cell_CP_68_TNF",NA,NA
"713","D1_1HCD3CD28_05_Cell_CP_69_TNF",NA,NA
"714","D1_1HCD3CD28_05_Cell_CP_7_TNF",NA,NA
"715","D1_1HCD3CD28_05_Cell_CP_70_TNF",NA,NA
"716","D1_1HCD3CD28_05_Cell_CP_8_TNF",NA,NA
"717","D1_1HCD3CD28_05_Cell_CP_9_TNF",NA,NA
"718","D1_1HCD3CD28_06_Cell_CP_10_TNF",NA,NA
"719","D1_1HCD3CD28_06_Cell_CP_11_TNF",NA,NA
"720","D1_1HCD3CD28_06_Cell_CP_12_TNF",NA,NA
"721","D1_1HCD3CD28_06_Cell_CP_13_TNF",NA,NA
"722","D1_1HCD3CD28_06_Cell_CP_14_TNF",NA,NA
"723","D1_1HCD3CD28_06_Cell_CP_15_TNF",NA,NA
"724","D1_1HCD3CD28_06_Cell_CP_17_TNF",NA,NA
"725","D1_1HCD3CD28_06_Cell_CP_18_TNF",NA,NA
"726","D1_1HCD3CD28_06_Cell_CP_19_TNF",NA,NA
"727","D1_1HCD3CD28_06_Cell_CP_2_TNF",NA,NA
"728","D1_1HCD3CD28_06_Cell_CP_20_TNF",NA,NA
"729","D1_1HCD3CD28_06_Cell_CP_21_TNF",NA,NA
"730","D1_1HCD3CD28_06_Cell_CP_22_TNF",NA,NA
"731","D1_1HCD3CD28_06_Cell_CP_23_TNF",NA,NA
"732","D1_1HCD3CD28_06_Cell_CP_24_TNF",6,NA
"733","D1_1HCD3CD28_06_Cell_CP_25_TNF",NA,NA
"734","D1_1HCD3CD28_06_Cell_CP_26_TNF",NA,NA
"735","D1_1HCD3CD28_06_Cell_CP_27_TNF",NA,NA
"736","D1_1HCD3CD28_06_Cell_CP_28_TNF",NA,NA
"737","D1_1HCD3CD28_06_Cell_CP_29_TNF",NA,NA
"738","D1_1HCD3CD28_06_Cell_CP_3_TNF",NA,NA
"739","D1_1HCD3CD28_06_Cell_CP_30_TNF",NA,NA
"740","D1_1HCD3CD28_06_Cell_CP_31_TNF",NA,NA
"741","D1_1HCD3CD28_06_Cell_CP_32_TNF",NA,NA
"742","D1_1HCD3CD28_06_Cell_CP_34_TNF",NA,NA
"743","D1_1HCD3CD28_06_Cell_CP_35_TNF",NA,NA
"744","D1_1HCD3CD28_06_Cell_CP_36_TNF",NA,NA
"745","D1_1HCD3CD28_06_Cell_CP_37_TNF",NA,NA
"746","D1_1HCD3CD28_06_Cell_CP_38_TNF",8,NA
"747","D1_1HCD3CD28_06_Cell_CP_39_TNF",NA,NA
"748","D1_1HCD3CD28_06_Cell_CP_4_TNF",NA,NA
"749","D1_1HCD3CD28_06_Cell_CP_40_TNF",NA,NA
"750","D1_1HCD3CD28_06_Cell_CP_41_TNF",NA,NA
"751","D1_1HCD3CD28_06_Cell_CP_42_TNF",5,NA
"752","D1_1HCD3CD28_06_Cell_CP_43_TNF",NA,NA
"753","D1_1HCD3CD28_06_Cell_CP_44_TNF",NA,NA
"754","D1_1HCD3CD28_06_Cell_CP_45_TNF",NA,NA
"755","D1_1HCD3CD28_06_Cell_CP_46_TNF",NA,NA
"756","D1_1HCD3CD28_06_Cell_CP_47_TNF",NA,NA
"757","D1_1HCD3CD28_06_Cell_CP_48_TNF",NA,NA
"758","D1_1HCD3CD28_06_Cell_CP_49_TNF",6,8
"759","D1_1HCD3CD28_06_Cell_CP_5_TNF",NA,NA
"760","D1_1HCD3CD28_06_Cell_CP_50_TNF",NA,NA
"761","D1_1HCD3CD28_06_Cell_CP_52_TNF",NA,NA
"762","D1_1HCD3CD28_06_Cell_CP_54_TNF",NA,NA
"763","D1_1HCD3CD28_06_Cell_CP_55_TNF",NA,NA
"764","D1_1HCD3CD28_06_Cell_CP_56_TNF",NA,NA
"765","D1_1HCD3CD28_06_Cell_CP_57_TNF",NA,NA
"766","D1_1HCD3CD28_06_Cell_CP_58_TNF",NA,NA
"767","D1_1HCD3CD28_06_Cell_CP_59_TNF",NA,NA
"768","D1_1HCD3CD28_06_Cell_CP_6_TNF",NA,NA
"769","D1_1HCD3CD28_06_Cell_CP_60_TNF",NA,NA
"770","D1_1HCD3CD28_06_Cell_CP_61_TNF",NA,NA
"771","D1_1HCD3CD28_06_Cell_CP_62_TNF",7,NA
